robust_day_count,uncertainty_case_count,status,worst_case_id,worst_case_total_cost_cny,worst_case_operation_cost_cny,annualized_investment_cost_cny,reference_case_id,reference_case_total_cost_cny,worst_case_carbon_emission_kg,worst_case_grid_purchase_kwh,worst_case_renewable_consumption_rate,worst_case_h2_external_supply_kg
3,1,optimal,EXTREME,30060627.51050169,2827710.7434345684,27232916.767067123,EXTREME,30060627.51050169,3143999.6163389655,4006342.5492757964,0.9939808582340268,0.0
