status,annual_operation_cost_cny,annualized_investment_cost_cny,annual_demand_charge_cost_cny,annual_fuel_cell_backup_value_cny,annual_total_cost_cny,annual_grid_cost_cny,annual_grid_sell_revenue_cny,annual_gas_cost_cny,annual_carbon_cost_cny,annual_grid_purchase_kwh,annual_carbon_emission_kg,annual_renewable_available_kwh,annual_renewable_used_kwh,annual_renewable_consumption_rate,green_power_min_share,annual_green_power_share,annual_electricity_demand_kwh,annual_green_power_kwh,annual_h2_external_supply_kg,annual_grid_sell_kwh,grid_import_peak_kw,fuel_cell_backup_capacity_kw
optimal,789750.3424419146,19618044.699404623,-0.0,0.0,20407795.041846536,0.0,0.0,468919.11689037795,21067.5980836509,0.0,337621.7641610721,102307088.87329629,96636427.26614904,0.944572153605405,0.5,0.9992280981686057,96711078.72493294,96636427.26614904,5.186961971048731e-12,5670661.607147238,-0.0,0.0
