case_id,carbon_cap_ratio,annual_carbon_cap_kg,status,annual_operation_cost_cny,annualized_investment_cost_cny,annual_demand_charge_cost_cny,annual_fuel_cell_backup_value_cny,annual_total_cost_cny,annual_grid_cost_cny,annual_grid_sell_revenue_cny,annual_gas_cost_cny,annual_carbon_cost_cny,annual_grid_purchase_kwh,annual_carbon_emission_kg,annual_renewable_available_kwh,annual_renewable_used_kwh,annual_renewable_consumption_rate,green_power_min_share,annual_green_power_share,annual_electricity_demand_kwh,annual_green_power_kwh,annual_h2_external_supply_kg,annual_grid_sell_kwh,grid_import_peak_kw,fuel_cell_backup_capacity_kw,cost_increase_vs_baseline_pct,carbon_reduction_vs_baseline_pct
CARBON_CAP_100,1.0,337621.7641610721,optimal,789750.3424419124,19618044.699404627,0.0,0.0,20407795.04184654,0.0,0.0,468919.1168903784,21067.598083650922,0.0,337621.76416107244,102307088.87329634,96667267.61984731,0.9448736024496431,0.5,0.9992283442431693,96741919.07863119,96667267.61984731,2.5579538487363607e-12,5639821.253449011,0.0,0.0,1.8254251823007544e-14,-1.0344296563600287e-13
CARBON_CAP_090,0.9,303859.58774496487,optimal,735856.8979860148,19676796.002911787,0.0,0.0,20412652.9008978,0.0,0.0,422027.2052013385,18960.83827528574,0.0,303859.58774496376,102488109.36420915,96680706.33029893,0.9433358360307672,0.5,0.999572235218822,96722080.62995468,96680706.33029893,5.5777604757167865e-12,5807403.033910222,0.0,0.0,0.02380393884446457,10.00000000000033
CARBON_CAP_080,0.8,270097.4113288577,optimal,682382.7334735624,19737655.940156907,0.0,0.0,20420038.67363047,0.0,0.0,375135.29351229675,16854.078466920462,0.0,270097.41132885363,102676214.10544986,96782986.07044743,0.9426037657665289,0.5,0.9998688175458244,96795683.96582368,96782986.07044743,0.0,5893228.035002444,0.0,0.0,0.05999487822582827,20.000000000001197
CARBON_CAP_070,0.7,236335.23491275046,optimal,637771.4674356682,19790241.560285807,0.0,0.0,20428013.027721476,0.0,0.0,328243.38182325964,14747.318658555409,0.0,236335.23491274694,102760760.94385183,96788824.09455845,0.9418850464472871,0.5,0.9996256512901911,96825070.43475285,96788824.09455845,0.0,5971936.849293375,0.0,0.0,0.0990699183007394,30.00000000000104
CARBON_CAP_060,0.6,202573.05849664324,optimal,600203.9732221292,19836251.697452705,-0.0,0.0,20436455.670674834,-1.4564784153347106e-10,0.0,281351.4701342251,12640.55885019045,-5.254251137571105e-10,202573.0584966418,102763011.77931675,96819596.63093436,0.9421638676652855,0.5,0.9989548472869678,96920893.7660034,96819596.63093436,4.334310688136611e-12,5943415.148382403,-0.0,0.0,0.14043961520354936,40.000000000000426
CARBON_CAP_050,0.5,168810.88208053604,optimal,561834.5838838547,19883934.18368181,0.0,0.0,20445768.767565664,0.0,0.0,234459.55844518688,10533.799041825356,0.0,168810.88208053456,102769306.96679503,96938754.85218152,0.94326562777642,0.5,0.9982637177726812,97107360.63659668,96938754.85218152,6.430411758628907e-12,5830552.114613512,0.0,0.0,0.18607461335858197,50.00000000000044
CARBON_CAP_040,0.4,135048.70566442885,optimal,519834.4102342978,19939102.405120015,0.0,0.0,20458936.815354314,0.0,0.0,187567.64675614444,8427.03923346006,0.0,135048.70566442405,102809935.65068322,96983226.59325983,0.9433254284175338,0.5,0.9976848071215394,97208282.51666981,96983226.59325983,0.0,5826709.057423374,0.0,0.0,0.2505992117370373,60.00000000000142
