case_id,carbon_cap_ratio,typical_day_id,hour,weight_days,electric_load_kw,heat_load_kw,hydrogen_load_kg,grid_buy_kw,grid_sell_kw,pv_used_kw,pv_sold_kw,pv_curtail_kw,wind_used_kw,wind_sold_kw,wind_curtail_kw,heat_pump_power_kw,heat_pump_heat_kw,gas_boiler_heat_kw,gas_consumption_m3,battery_charge_kw,battery_discharge_kw,battery_soc_kwh,electrolyzer_power_kw,h2_production_kg,h2_charge_kg,h2_discharge_kg,h2_storage_kg,h2_external_supply_kg,h2_fuel_cell_kg,fuel_cell_power_kw,carbon_emission_kg
CARBON_CAP_100,1.0,TD_SUMMER,0,120,5979.999999999999,3720.0,15.0,0.0,2404.413011379733,0.0,0.0,0.0,7272.386988620268,2404.413011379733,0.0,1240.0,3720.0,0.0,0.0,52.38698862026897,0.0,180.73511073992796,0.0,0.0,0.0,15.0,81.42792775186032,0.0,0.0,0.0,0.0
CARBON_CAP_100,1.0,TD_SUMMER,1,120,5750.0,3660.0,15.0,0.0,3345.6130113797326,0.0,0.0,0.0,7022.386988620269,3345.6130113797326,0.0,1220.0,3660.0,0.0,0.0,52.38698862026897,0.0,230.5027499291835,0.0,0.0,0.0,15.0,66.42453492153733,0.0,0.0,0.0,0.0
CARBON_CAP_100,1.0,TD_SUMMER,2,120,5520.0,3600.0,15.0,0.0,3357.7450309037067,0.0,0.0,0.0,7701.454969096294,3357.7450309037067,0.0,1200.0,3600.0,0.0,0.0,0.0,0.0,230.5027499291835,981.4549690962939,18.882646452868507,3.8826464528684284,0.0,70.3044136854507,0.0,0.0,0.0,0.0
CARBON_CAP_100,1.0,TD_SUMMER,3,120,5405.0,3540.0,15.0,0.0,1615.800000000001,0.0,0.0,0.0,9904.2,1615.800000000001,0.0,1180.0,3540.0,0.0,0.0,-0.0,0.0,230.5027499291835,3319.2000000000007,60.372099821746886,45.372099821746886,0.0,115.67358415662736,0.0,1.7763568394002505e-15,0.0,0.0
CARBON_CAP_100,1.0,TD_SUMMER,4,120,5520.0,3480.0,20.0,0.0,1981.6000000000022,0.0,0.0,0.0,9999.2,1981.6000000000022,0.0,1160.0,3480.0,0.0,0.0,-0.0,0.0,230.5027499291835,3319.2000000000007,60.372099821746886,40.372099821746886,0.0,156.04086424570104,0.0,0.0,0.0,0.0
CARBON_CAP_100,1.0,TD_SUMMER,5,120,5979.999999999999,3600.0,25.0,0.0,1115.7102978758867,127.99681700447637,0.0,0.0,10404.289702124115,1115.7102978758867,0.0,1200.0,3600.0,0.0,0.0,33.08651912859091,0.0,261.93494310134486,3319.2000000000007,60.372099821746886,35.3720998217469,0.0,191.40646236477104,0.0,-1.2434497875801753e-14,0.0,0.0
CARBON_CAP_100,1.0,TD_SUMMER,6,120,7129.999999999999,3900.0,40.0,0.0,0.0,767.9809020268582,0.0,0.0,10598.400000000001,0.0,0.0,1300.0,3900.0,0.0,0.0,0.0,0.0,261.93494310134486,2936.38090202686,53.99178152219454,13.991781522194543,0.0,205.39026861770037,0.0,0.0,0.0,0.0
CARBON_CAP_100,1.0,TD_SUMMER,7,120,8049.999999999999,4200.0,50.0,0.0,0.0,1919.9522550671454,0.0,0.0,9216.000000000002,0.0,0.0,1400.0,4200.0,0.0,0.0,-0.0,0.0,261.93494310134486,1685.9522550671472,32.18541355024046,0.0,17.81458644975953,187.56712424008177,0.0,-4.440892098500626e-15,0.0,0.0
CARBON_CAP_100,1.0,TD_SUMMER,8,120,8740.0,4080.0,55.0,0.0,0.0,3519.9124676231004,0.0,0.0,8294.400000000001,0.0,0.0,1360.0,4080.0,0.0,0.0,-0.0,0.0,261.93494310134486,1714.3124676231018,32.70105377853055,0.0,22.298946221469464,165.26036272176896,0.0,1.4210854715202004e-14,0.0,0.0
CARBON_CAP_100,1.0,TD_SUMMER,9,120,9315.0,3600.0,55.0,0.0,0.0,4799.880637667864,0.0,0.0,7372.800000000001,0.0,0.0,1200.0,3600.0,0.0,0.0,-0.0,0.0,261.93494310134486,1657.680637667865,31.67138414298079,0.0,23.3286158570192,141.924861016303,0.0,-8.881784197001252e-15,0.0,0.0
