robust_day_count,uncertainty_case_count,status,worst_case_id,worst_case_total_cost_cny,worst_case_operation_cost_cny,annualized_investment_cost_cny,normal_case_total_cost_cny,worst_case_carbon_emission_kg,worst_case_grid_purchase_kwh,worst_case_renewable_consumption_rate,worst_case_h2_external_supply_kg
18,6,optimal,H2_HIGH,27877587.26276625,4353524.3622760875,23524062.90049016,27877587.262766242,461397.0858814561,712142.4384649731,0.7315853104234367,0.0
