stochastic_day_id,typical_day_id,uncertainty_case_id,weight_days,total_cost_cny,grid_purchase_kwh,grid_sell_kwh,renewable_available_kwh,renewable_used_kwh,renewable_sold_kwh,renewable_curtailment_kwh,renewable_consumption_rate,green_power_share,electricity_demand_kwh,carbon_emission_kg,heat_pump_heat_kwh,gas_boiler_heat_kwh,h2_production_kg,h2_external_supply_kg,fuel_cell_generation_kwh,weighted_total_cost_cny,weighted_grid_purchase_kwh,weighted_grid_sell_kwh,weighted_electricity_demand_kwh,weighted_green_power_kwh,weighted_carbon_emission_kg,weighted_heat_pump_heat_kwh,weighted_h2_production_kg
TD_SUMMER__NORMAL,TD_SUMMER,NORMAL,88.23529411764706,953.2302456536443,263.82498631037663,20403.17671040907,283544.0451512605,263140.86844085145,20403.17671040907,0.0,0.928042302212608,0.9989984043834689,263404.69342716184,170.93220863049302,86640.0,0.0,790.205146240859,0.0,0.0,84108.55108708626,23278.67526268029,1800280.2979772708,23241590.59651428,23218311.9212516,15082.253702690561,7644705.882352941,69723.9834918405
TD_SUMMER__LOAD_HIGH,TD_SUMMER,LOAD_HIGH,17.647058823529413,4240.908442630481,6266.214159586245,5026.859854335661,283544.0451512605,278517.18529692484,5026.859854335661,0.0,0.9822713263060981,0.9779965609949707,284783.3994565111,4525.185299168866,93160.82173485735,2143.178265142653,790.1874973349487,0.0,0.0,74839.56075230261,110580.24987505139,88709.29154709991,5025589.402173725,4915009.152298674,79856.21116180351,1644014.5012033652,13944.485247087332
TD_SUMMER__EXTREME,TD_SUMMER,EXTREME,14.117647058823529,61914.708067696876,65461.65743068767,0.0,210948.43756055913,210948.43756055913,0.0,0.0,1.0,0.7631719730324585,276410.0949912468,57673.89054310349,29343.097145229476,70292.90285477054,1027.1985045569863,0.0,0.0,874089.9962498383,924164.5754920612,0.0,3902260.164582308,2978095.5890902467,814219.6311967551,414255.489109122,14501.625946686865
TD_WINTER__NORMAL,TD_WINTER,NORMAL,88.23529411764706,2367.9923930711147,1370.2324875170143,3072.0995158739242,283544.0451512605,280471.94563538657,3072.0995158739242,0.0,0.9891653534312982,0.9951382986867229,281842.17812290357,1391.5336156807953,192619.70015756998,2320.299842430013,790.1847852747219,0.0,0.0,208940.5052709807,120902.8665456189,271067.60434181686,24868427.48143267,24747524.61488705,122782.37785418781,16995855.896256175,69722.18693600487
TD_WINTER__LOAD_HIGH,TD_WINTER,LOAD_HIGH,17.647058823529413,12513.259732269053,20120.955507545146,826.2991179964617,283544.0451512605,282717.74603326403,826.2991179964617,0.0,0.9970858174166357,0.9335588370800297,302838.7015408092,15735.674857298465,202001.08832144277,12432.911678557228,790.1896000838694,0.0,0.0,220822.23056945388,355075.68542726734,14581.749141114033,5344212.380131927,4989136.69470466,277688.37983467884,3564725.088025461,13944.522354421226
TD_WINTER__EXTREME,TD_WINTER,EXTREME,14.117647058823529,81330.18329474614,68006.63450012113,0.0,210948.43756055913,210948.43756055913,0.0,0.0,1.0,0.7562093637597389,278955.07206068025,72348.85842442984,93890.46783412038,130290.53216587962,1027.1836596748105,0.0,0.0,1148190.8229846514,960093.6635311218,0.0,3938189.252621368,2978095.5890902467,1021395.6483448918,1325512.4870699348,14501.416371879677
TD_TRANSITION__NORMAL,TD_TRANSITION,NORMAL,91.91176470588235,790.1072027836524,0.0,30615.7375592997,283544.04515126045,252928.30759196077,30615.7375592997,0.0,0.89202475564963,0.9999999999999999,252928.3075919608,0.0,129960.0,0.0,790.1072027836524,0.0,0.0,72620.14731467393,0.0,2813946.466847399,23247087.094849337,23247087.094849333,0.0,11944852.94117647,72620.14731467393
TD_TRANSITION__LOAD_HIGH,TD_TRANSITION,LOAD_HIGH,18.38235294117647,1274.1878792091743,798.2324875170143,10378.680980564095,283544.0451512605,273165.3641706964,10378.680980564097,0.0,0.9633965827953557,0.9970863556426701,273963.5966582134,525.9243220372897,142915.70015756998,40.299842430013996,790.1902592477227,0.0,0.0,23422.571308992174,14673.391314650999,190784.5768486047,5036095.526805393,5021422.1354907425,9667.726508038413,2627126.8411318013,14525.556236171373
TD_TRANSITION__EXTREME,TD_TRANSITION,EXTREME,14.705882352941176,49715.61282613628,52857.72493147536,0.0,210948.43756055913,210948.43756055913,0.0,0.0,1.0,0.7996342297990428,263806.1624920345,50465.2555283198,74751.10477263996,74702.89522736004,1027.183194937901,0.0,0.0,731111.9533255335,777319.4842864022,0.0,3879502.3895887425,3102182.90530234,742136.1107105853,1099280.9525388228,15105.635219675012
