robust_day_count,uncertainty_case_count,status,worst_case_id,worst_case_total_cost_cny,worst_case_operation_cost_cny,annualized_investment_cost_cny,reference_case_id,reference_case_total_cost_cny,worst_case_carbon_emission_kg,worst_case_grid_purchase_kwh,worst_case_renewable_consumption_rate,worst_case_h2_external_supply_kg
3,1,optimal,EXTREME,1858316133.0755417,999096134.1134989,859219998.9620428,EXTREME,1858316133.0755417,804534228.2683506,931399349.1225595,0.9982740072837253,4829193.55153679
