stochastic_day_count,uncertainty_case_count,status,annual_operation_cost_cny,annualized_investment_cost_cny,annual_demand_charge_cost_cny,annual_fuel_cell_backup_value_cny,annual_total_cost_cny,annual_grid_cost_cny,annual_grid_sell_revenue_cny,annual_gas_cost_cny,annual_carbon_cost_cny,annual_grid_purchase_kwh,annual_carbon_emission_kg,annual_renewable_available_kwh,annual_renewable_used_kwh,annual_renewable_consumption_rate,green_power_min_share,annual_green_power_share,annual_electricity_demand_kwh,annual_green_power_kwh,annual_h2_external_supply_kg,annual_grid_sell_kwh,grid_import_peak_kw,fuel_cell_backup_capacity_kw
9,3,optimal,3438146.338863513,19898303.054437745,1196032.733336603,0.0,24532482.12663786,1622505.5959154859,0.0,1324682.6954564159,192368.48837317064,3286088.591734854,3082828.339313631,100376235.6836682,95196865.69696489,0.9484004361049573,0.5,0.9666329202300148,98482954.28869975,95196865.69696489,0.0,5179369.986703305,3038.7010501438085,0.0
