typical_day_id,typical_day_name,weight_days,scenario_id,hour,electric_load_kw,heat_load_kw,hydrogen_load_kg,grid_buy_kw,pv_used_kw,pv_curtail_kw,wind_used_kw,wind_curtail_kw,heat_pump_power_kw,heat_pump_heat_kw,is_heat_pump_on,gas_boiler_heat_kw,gas_consumption_m3,battery_charge_kw,battery_discharge_kw,battery_soc_kwh,is_battery_charging,is_battery_discharging,electrolyzer_power_kw,h2_production_kg,h2_charge_kg,h2_discharge_kg,h2_storage_kg,h2_external_supply_kg,h2_sale_kg,h2_fuel_cell_kg,fuel_cell_power_kw,is_fuel_cell_on,is_electrolyzer_on,carbon_emission_kg,power_balance_residual_kw,heat_balance_residual_kw,hydrogen_balance_residual_kg,fuel_cell_conversion_residual_kw
TD_SUMMER,夏季典型日,120,S5,0,5979.999999999999,3720.0,15.0,6703.157894736842,0.0,0.0,3780.0,0.0,1240.0,3720.0,1.0,0.0,0.0,1263.157894736842,0.0,6200.0,1.0,0.0,2000.0,36.37750049514756,21.377500495147558,0.0,321.36500049514757,0.0,0.0,0.0,0.0,0.0,1.0,4342.976,4.547473508864641e-13,0.0,0.0,0.0
TD_SUMMER,夏季典型日,120,S5,1,5750.0,3660.0,15.0,6920.0,0.0,0.0,4050.0,0.0,1220.0,3660.0,1.0,0.0,0.0,2000.0,0.0,8100.0,1.0,0.0,2000.0,36.37750049514756,21.37750049514755,0.0,342.72911078194113,0.0,0.0,0.0,0.0,0.0,1.0,4483.468,0.0,0.0,7.105427357601002e-15,0.0
TD_SUMMER,夏季典型日,120,S5,2,5520.0,3600.0,15.0,4400.0,0.0,0.0,4320.0,0.0,1200.0,3600.0,1.0,0.0,0.0,-0.0,0.0,8100.0,1.0,0.0,2000.0,36.37750049514756,21.37750049514755,0.0,364.0923308974728,0.0,0.0,0.0,0.0,0.0,1.0,2850.76,0.0,0.0,7.105427357601002e-15,0.0
TD_SUMMER,夏季典型日,120,S5,3,5405.0,3540.0,15.0,6085.0,0.0,0.0,4500.0,0.0,1180.0,3540.0,1.0,0.0,0.0,2000.0,0.0,10000.0,1.0,0.0,2000.0,36.37750049514756,21.37750049514755,0.0,385.4546608788329,0.0,0.0,0.0,0.0,0.0,1.0,3942.4715,0.0,0.0,7.105427357601002e-15,0.0
TD_SUMMER,夏季典型日,120,S5,4,5520.0,3480.0,20.0,2799.9999999999986,0.0,0.0,4680.0,0.0,1160.0,3480.0,1.0,0.0,0.0,0.0,1.5879312462175066e-12,9999.999999999998,0.9999999999999997,3.175862492435013e-16,800.0,15.468409586056646,0.0,4.531590413943354,380.9070098540196,0.0,0.0,0.0,0.0,0.0,1.0,1814.1199999999992,0.0,0.0,0.0,0.0
TD_SUMMER,夏季典型日,120,S5,5,5979.999999999999,3600.0,25.0,1295.9999999999984,184.0,0.0,4500.0,0.0,1200.0,3600.0,1.0,0.0,0.0,0.0,2000.0000000000007,7894.7368421052615,-4.440892098500626e-16,1.0000000000000004,800.0,15.468409586056646,0.0,9.531590413943354,371.3595483146656,0.0,0.0,0.0,0.0,0.0,1.0,839.678399999999,0.0,0.0,0.0,0.0
TD_SUMMER,夏季典型日,120,S5,6,7129.999999999999,3900.0,40.0,0.0,1104.0,0.0,4140.0,0.0,1300.0,3900.0,1.0,0.0,0.0,0.0,3185.999999999999,4541.052631578947,0.0,1.0,0.0,0.0,0.0,40.0,331.34407500015243,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0
TD_SUMMER,夏季典型日,120,S5,7,8049.999999999999,4200.0,50.0,0.0,2760.0,0.0,3600.0,0.0,1400.0,4200.0,1.0,0.0,0.0,0.0,3089.999999999999,1288.4210526315796,0.0,1.0,0.0,0.0,0.0,50.0,281.3302689970274,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0
TD_SUMMER,夏季典型日,120,S5,8,8740.0,4080.0,55.0,1375.9999999999993,5060.0,0.0,3240.0,0.0,1360.0,4080.0,1.0,0.0,0.0,0.0,1224.0000000000007,-0.0,-2.220446049250313e-16,1.0000000000000002,800.0,15.468409586056646,0.0,39.531590413943356,241.78695648854253,0.0,0.0,0.0,0.0,0.0,1.0,891.5103999999995,0.0,0.0,0.0,0.0
TD_SUMMER,夏季典型日,120,S5,9,9315.0,3600.0,55.0,1535.0,6900.0,-9.094947017729282e-13,2880.0,0.0,1200.0,3600.0,1.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,800.0,15.468409586056646,0.0,39.531590413943356,202.24529161807882,0.0,0.0,0.0,0.0,0.0,1.0,994.5265,0.0,0.0,0.0,0.0
TD_SUMMER,夏季典型日,120,S5,10,9545.0,3120.0,45.0,738.4053808834675,8096.0,-9.094947017729282e-13,2700.0,0.0,1040.0,3120.0,1.0,0.0,0.0,0.0,-0.0,0.0,1.0,-0.0,949.4053808834676,18.184871056665145,0.0,26.815128943334855,175.4217357875932,0.0,0.0,0.0,0.0,0.0,1.0,478.4128462743986,-6.821210263296962e-13,0.0,0.0,0.0
TD_SUMMER,夏季典型日,120,S5,11,9430.0,2880.0,35.0,3130.0,8740.0,0.0,2520.0,0.0,960.0,2880.0,1.0,0.0,0.0,2000.0,0.0,1900.0,1.0,0.0,2000.0,36.37750049514756,1.377500495147551,0.0,176.79192704374964,0.0,0.0,0.0,0.0,0.0,1.0,2027.9270000000001,0.0,0.0,7.105427357601002e-15,0.0
TD_SUMMER,夏季典型日,120,S5,12,9200.0,2760.0,30.0,3140.0,8280.0,0.0,2700.0,0.0,920.0,2760.0,1.0,0.0,0.0,2000.0,0.0,3800.0,1.0,0.0,2000.0,36.37750049514756,6.377500495147551,0.0,183.1620612086037,0.0,0.0,0.0,0.0,0.0,1.0,2034.4060000000002,0.0,0.0,7.105427357601002e-15,0.0
TD_SUMMER,夏季典型日,120,S5,13,9085.0,2760.0,30.0,3769.0,7176.0,-9.094947017729282e-13,3060.0,0.0,920.0,2760.0,1.0,0.0,0.0,2000.0,0.0,5700.0,1.0,0.0,2000.0,36.37750049514756,6.377500495147551,0.0,189.53192995120088,0.0,0.0,0.0,0.0,0.0,1.0,2441.9351,0.0,0.0,7.105427357601002e-15,0.0
TD_SUMMER,夏季典型日,120,S5,14,9200.0,2880.0,35.0,5930.315789473684,5336.0,0.0,3420.0,0.0,960.0,2880.0,1.0,0.0,0.0,2526.315789473684,0.0,8100.0,1.0,0.0,2000.0,36.37750049514756,1.377500495147551,0.0,190.90153328260047,0.0,0.0,0.0,0.0,0.0,1.0,3842.2516,-9.094947017729282e-13,0.0,7.105427357601002e-15,0.0
TD_SUMMER,夏季典型日,120,S5,15,9545.0,3120.0,40.0,7585.0,3220.0,-4.547473508864641e-13,3780.0,0.0,1040.0,3120.0,1.0,0.0,0.0,2000.0,0.0,10000.0,1.0,0.0,2000.0,36.37750049514756,0.0,3.622499504852449,187.27107954719457,0.0,0.0,0.0,0.0,0.0,1.0,4914.3215,0.0,0.0,7.105427357601002e-15,0.0
TD_SUMMER,夏季典型日,120,S5,16,9890.0,3420.0,50.0,7366.0,1104.0,0.0,3960.0,0.0,1140.0,3420.0,1.0,0.0,0.0,-0.0,0.0,10000.0,1.0,0.0,1400.0,26.377500495147554,0.0,23.622499504852446,163.64077708069433,0.0,0.0,0.0,0.0,0.0,1.0,4772.4314,0.0,0.0,0.0,0.0
