scenario_id,case_label,study_id,study_title,base_scenario_id,x_label,x_value
C0,0 元/tCO2,carbon_price_sensitivity,碳价敏感性,S5,碳价/(元/tCO2),0.0
C1,30 元/tCO2,carbon_price_sensitivity,碳价敏感性,S5,碳价/(元/tCO2),30.0
C2,60 元/tCO2,carbon_price_sensitivity,碳价敏感性,S5,碳价/(元/tCO2),60.0
C3,100 元/tCO2,carbon_price_sensitivity,碳价敏感性,S5,碳价/(元/tCO2),100.0
C4,150 元/tCO2,carbon_price_sensitivity,碳价敏感性,S5,碳价/(元/tCO2),150.0
C5,200 元/tCO2,carbon_price_sensitivity,碳价敏感性,S5,碳价/(元/tCO2),200.0
