annual_weight_days,annual_total_cost_cny,annual_grid_cost_cny,annual_gas_cost_cny,annual_carbon_cost_cny,annual_grid_purchase_kwh,annual_renewable_available_kwh,annual_renewable_used_kwh,annual_renewable_curtailment_kwh,annual_carbon_emission_kg,annual_h2_production_kg,annual_h2_external_supply_kg,annual_fuel_cell_generation_kwh,annual_heat_pump_heat_kwh,annual_gas_boiler_heat_kwh,annual_battery_charge_kwh,annual_battery_discharge_kwh,annual_renewable_consumption_rate
365.0,19082867.830741722,13840095.889453743,2625401.050168461,1451901.8443843848,32994858.784455903,56165420.0,56165420.0,-4.092726157978177e-10,23267657.76257027,178927.0204193429,0.0,0.0,41328000.0,8706600.0,7684210.526315789,6935000.0,1.0
