typical_day_id,typical_day_name,weight_days,scenario_id,status,total_cost_cny,grid_cost_cny,gas_cost_cny,curtailment_cost_cny,carbon_cost_cny,battery_om_cost_cny,battery_degradation_cost_cny,electrolyzer_om_cost_cny,h2_external_supply_cost_cny,h2_sale_revenue_cny,fuel_cell_om_cost_cny,carbon_cap_excess_cost_cny,grid_purchase_kwh,renewable_available_kwh,renewable_used_kwh,renewable_consumption_rate,renewable_min_consumption_rate,renewable_curtailment_kwh,gas_consumption_m3,heat_pump_heat_kwh,gas_boiler_heat_kwh,carbon_emission_kg,battery_charge_kwh,battery_discharge_kwh,battery_soc_min_kwh,battery_soc_max_kwh,battery_terminal_delta_kwh,hydrogen_load_kg,electrolyzer_power_kwh,h2_production_kg,h2_external_supply_kg,h2_sale_kg,h2_fuel_cell_kg,fuel_cell_generation_kwh,h2_storage_min_kg,h2_storage_max_kg,max_power_balance_residual_kw,max_heat_balance_residual_kw,max_hydrogen_balance_residual_kg,max_fuel_cell_conversion_residual_kw,carbon_emission_cap_kg,carbon_cap_excess_kg
TD_TRANSITION,过渡季典型日,125,S5,optimal,43322.75571831755,30100.027324810984,6694.220857021091,0.0,3406.1649426905897,400.5263157894737,2231.605263157895,490.21101484751483,0.0,0.0,0.0,0.0,76811.44872453672,154660.0,154660.0,1.0,0.9,0.0,2231.406952340364,107760.0,22200.0,54585.97664568253,21052.631578947367,19000.0,-5.076117304270156e-11,10000.0,0.0,790.0,26498.81714558935,490.21101484751483,0.0,0.0,0.0,0.0,0.0,385.4546608788329,9.094947017729282e-13,0.0,2.842170943040401e-14,0.0,958904.1095890411,0.0
