annual_weight_days,annual_total_cost_cny,annual_grid_cost_cny,annual_gas_cost_cny,annual_carbon_cost_cny,annual_grid_purchase_kwh,annual_renewable_available_kwh,annual_renewable_used_kwh,annual_renewable_curtailment_kwh,annual_carbon_emission_kg,annual_h2_production_kg,annual_h2_external_supply_kg,annual_fuel_cell_generation_kwh,annual_heat_pump_heat_kwh,annual_gas_boiler_heat_kwh,annual_battery_charge_kwh,annual_battery_discharge_kwh,annual_renewable_consumption_rate
365.0,18166265.829921573,16307520.15431579,97027.50665483584,1436676.0636877883,35427990.526315786,56165420.0,56165420.0,-4.092726157978177e-10,23023654.866791483,178850.00000000006,0.0,0.0,49743000.0,291600.0,7684210.52631579,6935000.0,1.0
