typical_day_id,hour,weight_days,electric_load_kw,heat_load_kw,hydrogen_load_kg,grid_buy_kw,grid_sell_kw,pv_used_kw,pv_sold_kw,pv_curtail_kw,wind_used_kw,wind_sold_kw,wind_curtail_kw,heat_pump_power_kw,heat_pump_heat_kw,gas_boiler_heat_kw,gas_consumption_m3,battery_charge_kw,battery_discharge_kw,battery_soc_kwh,electrolyzer_power_kw,h2_production_kg,h2_charge_kg,h2_discharge_kg,h2_storage_kg,h2_external_supply_kg,h2_fuel_cell_kg,fuel_cell_power_kw,carbon_emission_kg
TD_SUMMER,0,120,5979.999999999999,3720.0,15.0,0.0,2456.8,0.0,0.0,0.0,7219.999999999999,2456.8,0.0,1240.0,3720.0,0.0,0.0,-0.0,0.0,130.967471550676,0.0,0.0,0.0,15.0,81.42792775186032,0.0,0.0,0.0,0.0
TD_SUMMER,1,120,5750.0,3660.0,15.0,0.0,3398.0,0.0,0.0,0.0,6970.0,3398.0,0.0,1220.0,3660.0,0.0,0.0,0.0,0.0,130.967471550676,0.0,0.0,0.0,15.0,66.42453492153733,0.0,0.0,0.0,0.0
TD_SUMMER,2,120,5520.0,3600.0,15.0,0.0,3376.1850309036718,0.0,0.0,0.0,7683.014969096327,3376.1850309036718,0.0,1200.0,3600.0,0.0,0.0,-0.0,0.0,130.967471550676,963.0149690963268,18.882646452869153,3.882646452869153,0.0,70.30441368545142,0.0,0.0,0.0,0.0
TD_SUMMER,3,120,5405.0,3540.0,15.0,0.0,1563.4130113797291,0.0,0.0,0.0,9956.58698862027,1563.4130113797291,0.0,1180.0,3540.0,0.0,0.0,52.38698862027041,0.0,180.7351107399329,3319.2000000000007,60.37209982174689,45.372099821746886,0.0,115.67358415662808,0.0,5.329070518200751e-15,0.0,0.0
TD_SUMMER,4,120,5520.0,3480.0,20.0,0.0,1948.5134808714083,0.0,0.0,0.0,10032.286519128593,1948.5134808714083,0.0,1160.0,3480.0,0.0,0.0,33.08651912859181,0.0,212.16730391209512,3319.2000000000007,60.37209982174689,40.3720998217469,0.0,156.04086424570178,0.0,-7.105427357601002e-15,0.0,0.0
TD_SUMMER,5,120,5979.999999999999,3600.0,25.0,0.0,1096.4098283842068,127.99681700447627,0.0,0.0,10423.590171615793,1096.4098283842068,0.0,1200.0,3600.0,0.0,0.0,52.38698862027041,0.0,261.934943101352,3319.2000000000007,60.37209982174689,35.3720998217469,0.0,191.40646236477178,0.0,-8.881784197001252e-15,0.0,0.0
TD_SUMMER,6,120,7129.999999999999,3900.0,40.0,0.0,0.0,767.9809020268576,0.0,0.0,10598.4,0.0,0.0,1300.0,3900.0,0.0,0.0,0.0,0.0,261.934943101352,2936.3809020268573,53.9917815221945,13.991781522194515,0.0,205.39026861770108,0.0,-1.4210854715202004e-14,0.0,0.0
TD_SUMMER,7,120,8049.999999999999,4200.0,50.0,0.0,0.0,1919.952255067144,0.0,0.0,9216.0,0.0,0.0,1400.0,4200.0,0.0,0.0,-0.0,0.0,261.934943101352,1685.952255067144,32.185413550240405,0.0,17.814586449759588,187.56712424008242,0.0,-5.329070518200751e-15,0.0,0.0
TD_SUMMER,8,120,8740.0,4080.0,55.0,0.0,0.0,3519.9124676230977,0.0,0.0,8294.4,0.0,0.0,1360.0,4080.0,0.0,0.0,-0.0,0.0,261.934943101352,1714.3124676230973,32.701053778530465,0.0,22.29894622146952,165.26036272176955,0.0,-1.4210854715202004e-14,0.0,0.0
TD_SUMMER,9,120,9315.0,3600.0,55.0,0.0,0.0,4799.88063766786,0.0,0.0,7372.8,0.0,0.0,1200.0,3600.0,0.0,0.0,-0.0,0.0,261.934943101352,1657.6806376678605,31.671384142980706,0.0,23.328615857019287,141.9248610163035,0.0,-6.217248937900877e-15,0.0,0.0
