typical_day_id,weight_days,total_cost_cny,grid_purchase_kwh,grid_sell_kwh,renewable_available_kwh,renewable_used_kwh,renewable_sold_kwh,renewable_curtailment_kwh,renewable_consumption_rate,green_power_share,electricity_demand_kwh,carbon_emission_kg,heat_pump_heat_kwh,gas_boiler_heat_kwh,h2_production_kg,h2_external_supply_kg,fuel_cell_generation_kwh,weighted_total_cost_cny,weighted_grid_purchase_kwh,weighted_grid_sell_kwh,weighted_electricity_demand_kwh,weighted_green_power_kwh,weighted_carbon_emission_kg,weighted_heat_pump_heat_kwh,weighted_h2_production_kg
TD_SUMMER,120.0,1347.5374642731808,0.0,17472.958029700494,280293.3941734145,262820.436143714,17472.958029700494,0.0,0.9376618985929788,0.9990540963152351,263069.2743396603,357.43931688240616,84993.64774493285,1646.3522550671446,790.112992973343,7.105427357601002e-15,0.0,161704.4957127817,0.0,2096754.9635640592,31568312.92075924,31538452.33724568,42892.71802588874,10199237.729391942,94813.55915680116
TD_WINTER,120.0,4410.736271090648,0.0,1515.4758242662083,280293.3941734145,278777.9183491483,1515.4758242662083,0.0,0.9945932517291913,0.9986628847503166,279151.1756430677,2456.075384459861,183627.40774493286,11312.592255067142,790.1609094841384,2.1316282072803006e-14,0.0,529288.3525308778,0.0,181857.098911945,33498141.077168122,33453350.201897796,294729.04613518337,22035288.929391943,94819.3091380966
TD_TRANSITION,125.0,790.0599535860407,0.0,27136.39635736987,280293.3941734145,253156.99781604463,27136.39635736987,0.0,0.9031857442184996,1.0,253156.99781604463,0.0,129960.0,0.0,790.0599535860265,1.4210854715202004e-14,0.0,98757.4941982551,0.0,3392049.5446712337,31644624.72700558,31644624.72700558,0.0,16245000.0,98757.4941982533
