stochastic_day_count,uncertainty_case_count,status,annual_operation_cost_cny,annualized_investment_cost_cny,annual_total_cost_cny,annual_grid_cost_cny,annual_gas_cost_cny,annual_carbon_cost_cny,annual_grid_purchase_kwh,annual_carbon_emission_kg,annual_renewable_available_kwh,annual_renewable_used_kwh,annual_renewable_consumption_rate,annual_h2_external_supply_kg
18,6,optimal,3578565.8561879806,17929730.95849099,21508296.81467897,2637339.246868636,45225.59893522626,230384.22641503604,5648236.578583132,3692054.910497374,96809395.78195648,93221693.3051607,0.9629405550172387,0.0
