scenario_id,hour,electric_load_kw,heat_load_kw,hydrogen_load_kg,grid_buy_kw,pv_used_kw,pv_curtail_kw,wind_used_kw,wind_curtail_kw,heat_pump_power_kw,heat_pump_heat_kw,is_heat_pump_on,gas_boiler_heat_kw,gas_consumption_m3,battery_charge_kw,battery_discharge_kw,battery_soc_kwh,is_battery_charging,is_battery_discharging,electrolyzer_power_kw,h2_production_kg,h2_charge_kg,h2_discharge_kg,h2_storage_kg,h2_external_supply_kg,h2_sale_kg,h2_fuel_cell_kg,fuel_cell_power_kw,is_fuel_cell_on,is_electrolyzer_on,carbon_emission_kg,power_balance_residual_kw,heat_balance_residual_kw,hydrogen_balance_residual_kg,fuel_cell_conversion_residual_kw,case_label,study_id,study_title,base_scenario_id,x_label,x_value
CAP2,0,5200.0,6200.0,15.0,3066.6666666666665,0.0,0.0,4200.0,0.0,2066.6666666666665,6200.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,15.0,285.0,0.0,0.0,0.0,0.0,1.0,1.0,1986.8933333333334,-4.547473508864641e-13,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,1,5000.0,6100.0,15.0,3078.1052631579,0.0,0.0,4500.0,0.0,2033.3333333333333,6100.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,544.7719298245675,10.476383265857066,0.0,4.523616734142934,280.47638326585707,0.0,0.0,0.0,0.0,1.0,1.0,1994.3044000000036,-2.2737367544323206e-13,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,2,4800.0,6000.0,15.0,2000.0,0.0,0.0,4800.0,0.0,2000.0,6000.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,15.0,265.47638326585707,0.0,0.0,0.0,0.0,1.0,1.0,1295.8,0.0,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,3,4700.0,5900.0,15.0,1666.6666666666665,0.0,0.0,5000.0,0.0,1966.6666666666667,5900.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,15.0,250.47638326585707,0.0,0.0,0.0,0.0,1.0,1.0,1079.8333333333333,-6.821210263296962e-13,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,4,4800.0,5800.0,20.0,1533.333333333333,0.0,0.0,5200.0,0.0,1933.3333333333333,5800.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,20.0,230.47638326585707,0.0,0.0,0.0,0.0,1.0,1.0,993.4466666666665,-2.2737367544323206e-13,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,5,5200.0,6000.0,25.0,2040.0,160.0,0.0,5000.0,0.0,2000.0,6000.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,25.0,205.47638326585707,0.0,0.0,0.0,0.0,1.0,1.0,1321.7160000000001,0.0,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,6,6200.0,6500.0,40.0,2806.6666666666665,960.0,0.0,4600.0,0.0,2166.6666666666665,6500.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,-0.0,0.0,0.0,0.0,40.0,165.47638326585707,0.0,0.0,0.0,0.0,1.0,1.0,1818.4393333333333,-4.547473508864641e-13,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,7,7000.0,7000.0,50.0,2933.333333333333,2400.0,0.0,4000.0,0.0,2333.3333333333335,7000.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,-0.0,0.0,0.0,0.0,50.0,115.47638326585707,0.0,0.0,0.0,0.0,1.0,1.0,1900.5066666666667,-1.3642420526593924e-12,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,8,7600.0,6800.0,55.0,1866.666666666666,4400.0,0.0,3600.0,0.0,2266.6666666666665,6800.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,-0.0,0.0,0.0,0.0,55.0,60.476383265857066,0.0,0.0,0.0,0.0,1.0,1.0,1209.413333333333,-4.547473508864641e-13,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,9,8100.0,6000.0,55.0,900.0,6000.0,0.0,3200.0,0.0,2000.0,6000.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,15.604588394062183,44.87179487179488,39.39541160593782,0.0,0.0,0.0,1.0,1.0,583.11,0.0,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,10,8300.0,5200.0,45.0,0.0,7040.0,0.0,3000.0,0.0,1733.3333333333333,5200.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,6.66666666666606,0.12820512820511656,0.0,44.87179487179488,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.821210263296962e-13,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,11,8200.0,4800.0,35.0,1220.0,7600.0,0.0,2800.0000000000005,0.0,1600.0,4800.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,1820.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,790.438,0.0,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,12,8000.0,4600.0,30.0,893.3333333333339,7200.0,0.0,3000.0,0.0,1533.3333333333333,4600.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,1560.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,578.7906666666671,6.821210263296962e-13,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,13,7900.0,4600.0,30.0,1793.333333333333,6240.0,0.0,3400.0000000000005,0.0,1533.3333333333333,4600.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,2000.0,38.46153846153847,8.461538461538467,0.0,8.461538461538467,0.0,0.0,0.0,0.0,1.0,1.0,1161.9006666666664,6.821210263296962e-13,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,14,8000.0,4800.0,35.0,3160.0,4640.0,0.0,3800.0,0.0,1600.0,4800.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,2000.0,38.46153846153847,3.461538461538467,0.0,11.923076923076934,0.0,0.0,0.0,0.0,1.0,1.0,2047.364,0.0,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,15,8300.0,5200.0,40.0,5033.333333333333,2800.0,0.0,4200.0,0.0,1733.3333333333333,5200.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,2000.0,38.46153846153847,0.0,1.538461538461533,10.384615384615401,0.0,0.0,0.0,0.0,1.0,1.0,3261.096666666667,-1.1368683772161603e-12,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,16,8600.0,5700.0,50.0,5140.0,960.0,0.0,4400.0,0.0,1900.0,5700.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,0.0,0.0,209.61538461538458,0.0,220.0,259.6153846153846,0.0,0.0,0.0,1.0,1.0,3330.206,0.0,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,17,9000.0,6400.0,60.0,6273.333333333333,160.0,0.0,4700.0,0.0,2133.3333333333335,6400.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,60.0,160.0,0.0,0.0,0.0,0.0,1.0,1.0,4064.4926666666665,-1.3642420526593924e-12,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,18,8800.0,7000.0,50.0,6133.333333333333,0.0,0.0,5000.0,0.0,2333.3333333333335,7000.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,-0.0,0.0,0.0,0.0,50.0,110.0,0.0,0.0,0.0,0.0,1.0,1.0,3973.786666666667,-1.3642420526593924e-12,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,19,8200.0,7200.0,35.0,5400.0,0.0,0.0,5200.0,0.0,2400.0,7200.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,-0.0,0.0,0.0,0.0,35.0,75.0,0.0,0.0,0.0,0.0,1.0,1.0,3498.6600000000003,0.0,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,20,7400.0,7000.0,25.0,4233.333333333333,0.0,0.0,5500.0,0.0,2333.3333333333335,7000.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,-0.0,0.0,0.0,0.0,25.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,2742.7766666666666,-1.3642420526593924e-12,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,21,6500.0,6800.0,20.0,3366.6666666666665,0.0,0.0,5400.0,0.0,2266.6666666666665,6800.0,1.0,0.0,0.0,0.0,-0.0,5000.0,1.0,0.0,0.0,0.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,2181.2633333333333,-4.547473508864641e-13,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,22,5800.0,6500.0,15.0,2966.6666666666665,0.0,0.0,5000.0,0.0,2166.6666666666665,6500.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,1922.1033333333332,-4.547473508864641e-13,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
CAP2,23,5400.0,6300.0,15.0,2900.0,0.0,0.0,4600.0,0.0,2100.0,6300.0,1.0,0.0,0.0,0.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1878.91,0.0,0.0,0.0,0.0,80%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,0.8
