scenario_id,status,total_cost_cny,grid_cost_cny,gas_cost_cny,curtailment_cost_cny,carbon_cost_cny,battery_om_cost_cny,electrolyzer_om_cost_cny,h2_external_supply_cost_cny,fuel_cell_om_cost_cny,grid_purchase_kwh,renewable_used_kwh,renewable_curtailment_kwh,gas_consumption_m3,heat_pump_heat_kwh,gas_boiler_heat_kwh,carbon_emission_kg,battery_charge_kwh,battery_discharge_kwh,battery_soc_min_kwh,battery_soc_max_kwh,battery_terminal_delta_kwh,hydrogen_load_kg,electrolyzer_power_kwh,h2_production_kg,h2_external_supply_kg,h2_fuel_cell_kg,fuel_cell_generation_kwh,h2_storage_min_kg,h2_storage_max_kg,max_power_balance_residual_kw,max_heat_balance_residual_kw,max_hydrogen_balance_residual_kg,max_fuel_cell_conversion_residual_kw,case_label,study_id,study_title,base_scenario_id,x_label,x_value
P3,optimal,40554.39394053725,26747.8609122807,9316.770186335405,0.0,3599.2365261316772,400.5263157894737,490.0000000000001,0.0,0.0,78672.63157894736,154660.0,0.0,3105.5900621118017,116400.0,28000.000000000007,57680.07253416149,21052.63157894737,19000.0,0.0,10000.0,0.0,790.0,25480.0,490.0000000000001,0.0,0.0,0.0,0.0,393.84615384615387,2.7284841053187847e-12,0.0,2.842170943040401e-14,0.0,谷价0.7倍/峰价1.3倍,electricity_price_spread_sensitivity,电价峰谷差敏感性,S5,峰谷价差指数,1.8571428571428574
