scenario_id,case_label,study_id,study_title,base_scenario_id,x_label,x_value
HS0,0.5 倍,h2_storage_capacity_sensitivity,储氢罐容量敏感性,S5,储氢罐容量倍率,0.5
HS1,1.0 倍,h2_storage_capacity_sensitivity,储氢罐容量敏感性,S5,储氢罐容量倍率,1.0
HS2,1.5 倍,h2_storage_capacity_sensitivity,储氢罐容量敏感性,S5,储氢罐容量倍率,1.5
HS3,2.0 倍,h2_storage_capacity_sensitivity,储氢罐容量敏感性,S5,储氢罐容量倍率,2.0
HS4,3.0 倍,h2_storage_capacity_sensitivity,储氢罐容量敏感性,S5,储氢罐容量倍率,3.0
