uncertainty_case_id,annual_operation_cost_cny,annualized_investment_cost_cny,annual_total_cost_cny,annual_grid_purchase_kwh,annual_carbon_emission_kg,annual_renewable_available_kwh,annual_renewable_used_kwh,annual_renewable_consumption_rate,annual_h2_external_supply_kg,is_worst_case
EXTREME,2827710.7434345684,27232916.767067123,30060627.51050169,4006342.5492757964,3143999.6163389655,106611927.0708859,105970214.76790264,0.9939808582340268,0.0,True
