scenario_id,hour,electric_load_kw,heat_load_kw,hydrogen_load_kg,grid_buy_kw,pv_used_kw,pv_curtail_kw,wind_used_kw,wind_curtail_kw,heat_pump_power_kw,heat_pump_heat_kw,is_heat_pump_on,gas_boiler_heat_kw,gas_consumption_m3,battery_charge_kw,battery_discharge_kw,battery_soc_kwh,is_battery_charging,is_battery_discharging,electrolyzer_power_kw,h2_production_kg,h2_charge_kg,h2_discharge_kg,h2_storage_kg,h2_external_supply_kg,h2_sale_kg,h2_fuel_cell_kg,fuel_cell_power_kw,is_fuel_cell_on,is_electrolyzer_on,carbon_emission_kg,power_balance_residual_kw,heat_balance_residual_kw,hydrogen_balance_residual_kg,fuel_cell_conversion_residual_kw,case_label,study_id,study_title,base_scenario_id,x_label,x_value
CAP0,0,5200.0,6200.0,15.0,5329.824561403509,0.0,0.0,4200.0,0.0,2066.6666666666665,6200.0,1.0,0.0,0.0,263.15789473684214,0.0,5250.0,1.0,0.0,2000.0,38.46153846153847,23.461538461538453,0.0,323.46153846153845,0.0,0.0,0.0,0.0,1.0,1.0,3453.1933333333336,-9.094947017729282e-13,0.0,1.4210854715202004e-14,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,1,5000.0,6100.0,15.0,9533.333333333332,0.0,0.0,4500.0,0.0,2033.3333333333333,6100.0,1.0,0.0,0.0,5000.0,0.0,10000.0,1.0,0.0,2000.0,38.46153846153847,23.461538461538453,0.0,346.9230769230769,0.0,0.0,0.0,0.0,1.0,1.0,6176.6466666666665,-9.094947017729282e-13,0.0,1.4210854715202004e-14,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,2,4800.0,6000.0,15.0,4000.0,0.0,0.0,4800.0,0.0,2000.0,6000.0,1.0,0.0,0.0,0.0,0.0,10000.0,1.0,0.0,2000.0,38.46153846153847,23.461538461538453,0.0,370.38461538461536,0.0,0.0,0.0,0.0,1.0,1.0,2591.6,0.0,0.0,1.4210854715202004e-14,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,3,4700.0,5900.0,15.0,3666.6666666666665,0.0,0.0,5000.0,0.0,1966.6666666666667,5900.0,1.0,0.0,0.0,0.0,0.0,10000.0,1.0,0.0,2000.0,38.46153846153847,23.461538461538453,0.0,393.8461538461538,0.0,0.0,0.0,0.0,1.0,1.0,2375.633333333333,-6.821210263296962e-13,0.0,1.4210854715202004e-14,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,4,4800.0,5800.0,20.0,1533.3333333333333,0.0,0.0,5200.0,0.0,1933.3333333333333,5800.0,1.0,0.0,0.0,0.0,0.0,10000.0,1.0,0.0,2.2737367544323206e-13,4.372570681600617e-15,0.0,20.0,373.8461538461538,0.0,0.0,0.0,0.0,1.0,1.0,993.4466666666667,-4.547473508864641e-13,0.0,3.552713678800501e-15,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,5,5200.0,6000.0,25.0,3.4459846779572605e-12,160.0,0.0,5000.0,0.0,2000.0,6000.0,1.0,0.0,0.0,0.0,2039.9999999999966,7852.631578947371,0.0,1.0,0.0,0.0,0.0,25.0,348.8461538461538,0.0,0.0,0.0,0.0,1.0,1.0,2.232653472848509e-12,0.0,0.0,0.0,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,6,6200.0,6500.0,40.0,0.0,960.0,0.0,4600.0,0.0,2166.6666666666665,6500.0,1.0,0.0,0.0,0.0,2806.6666666666665,4898.2456140350905,0.0,1.0,0.0,0.0,0.0,40.0,308.8461538461538,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.547473508864641e-13,0.0,0.0,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,7,7000.0,7000.0,50.0,0.0,2400.0,0.0,4000.0,0.0,2333.3333333333335,7000.0,1.0,0.0,0.0,0.0,4653.333333333336,9.094947017729282e-13,0.0,1.0,1720.0000000000027,33.07692307692313,0.0,16.92307692307685,291.92307692307696,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.547473508864641e-13,0.0,-2.1316282072803006e-14,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,8,7600.0,6800.0,55.0,1866.6666666666663,4400.0,0.0,3600.0,0.0,2266.6666666666665,6800.0,1.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,1.0,-0.0,2.7755575615628914e-13,5.337610695313253e-15,0.0,55.0,236.92307692307696,0.0,0.0,0.0,0.0,1.0,1.0,1209.4133333333332,-7.323031070427533e-13,0.0,7.105427357601002e-15,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,9,8100.0,6000.0,55.0,1093.3333333333353,6000.0,0.0,3200.0,0.0,2000.0,6000.0,1.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,1.0,-0.0,193.33333333333542,3.717948717948758,0.0,51.28205128205124,185.64102564102572,0.0,0.0,0.0,0.0,1.0,1.0,708.370666666668,3.410605131648481e-13,0.0,0.0,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,10,8300.0,5200.0,45.0,0.0,7040.0,0.0,3000.0,0.0,1733.3333333333333,5200.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6.66666666666606,0.12820512820511656,0.0,44.87179487179489,140.76923076923083,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.821210263296962e-13,0.0,7.105427357601002e-15,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,11,8200.0,4800.0,35.0,1400.0,7600.0,0.0,2800.0000000000005,0.0,1600.0,4800.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,38.46153846153847,3.461538461538453,0.0,144.23076923076928,0.0,0.0,0.0,0.0,1.0,1.0,907.0600000000001,0.0,0.0,1.4210854715202004e-14,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,12,8000.0,4600.0,30.0,1333.333333333334,7200.0,0.0,3000.0,0.0,1533.3333333333333,4600.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,38.46153846153847,8.461538461538453,0.0,152.69230769230774,0.0,0.0,0.0,0.0,1.0,1.0,863.8666666666671,6.821210263296962e-13,0.0,1.4210854715202004e-14,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,13,7900.0,4600.0,30.0,6793.333333333333,6240.0,0.0,3400.0000000000005,0.0,1533.3333333333333,4600.0,1.0,0.0,0.0,5000.0,0.0,4750.0,1.0,0.0,2000.0,38.46153846153847,8.461538461538453,0.0,161.1538461538462,0.0,0.0,0.0,0.0,1.0,1.0,4401.400666666666,-9.094947017729282e-13,0.0,1.4210854715202004e-14,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,14,8000.0,4800.0,35.0,8160.0,4640.0,0.0,3800.0,0.0,1600.0,4800.0,1.0,0.0,0.0,5000.0,0.0,9500.0,1.0,0.0,2000.0,38.46153846153847,3.461538461538453,0.0,164.61538461538464,0.0,0.0,0.0,0.0,1.0,1.0,5286.8640000000005,0.0,0.0,1.4210854715202004e-14,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,15,8300.0,5200.0,40.0,5559.649122807017,2800.0,0.0,4200.0,0.0,1733.3333333333333,5200.0,1.0,0.0,0.0,526.3157894736843,0.0,10000.0,1.0,0.0,2000.0,38.46153846153847,0.0,1.5384615384615472,163.0769230769231,0.0,0.0,0.0,0.0,1.0,1.0,3602.096666666667,0.0,0.0,1.4210854715202004e-14,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,16,8600.0,5700.0,50.0,7140.0,960.0,0.0,4400.0,0.0,1900.0,5700.0,1.0,0.0,0.0,0.0,0.0,10000.0,1.0,0.0,2000.0,38.46153846153847,0.0,11.538461538461547,151.53846153846155,0.0,0.0,0.0,0.0,1.0,1.0,4626.006,0.0,0.0,1.4210854715202004e-14,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,17,9000.0,6400.0,60.0,8273.333333333332,160.0,0.0,4700.0,0.0,2133.3333333333335,6400.0,1.0,0.0,0.0,0.0,0.0,10000.0,1.0,0.0,2000.0,38.46153846153847,0.0,21.538461538461547,130.0,0.0,0.0,0.0,0.0,1.0,1.0,5360.292666666666,-1.3642420526593924e-12,0.0,1.4210854715202004e-14,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,18,8800.0,7000.0,50.0,1133.333333333333,0.0,0.0,5000.0,0.0,2333.3333333333335,7000.0,1.0,0.0,0.0,0.0,5000.0,4736.842105263158,0.0,1.0,0.0,0.0,0.0,50.0,80.0,0.0,0.0,0.0,0.0,1.0,1.0,734.2866666666665,-1.3642420526593924e-12,0.0,0.0,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,19,8200.0,7200.0,35.0,4266.666666666666,0.0,0.0,5200.0,0.0,2400.0,7200.0,1.0,0.0,0.0,0.0,1133.3333333333342,3543.859649122807,0.0,1.0,0.0,0.0,0.0,35.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,2764.373333333333,0.0,0.0,0.0,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,20,7400.0,7000.0,25.0,4233.333333333333,0.0,0.0,5500.0,0.0,2333.3333333333335,7000.0,1.0,0.0,0.0,0.0,0.0,3543.859649122807,1.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,2742.7766666666666,-1.3642420526593924e-12,0.0,0.0,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,21,6500.0,6800.0,20.0,0.0,0.0,0.0,5400.0,0.0,2266.6666666666665,6800.0,1.0,0.0,0.0,0.0,3366.6666666666665,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.547473508864641e-13,0.0,0.0,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
CAP0,22,5800.0,6500.0,15.0,4009.8245614035086,0.0,0.0,5000.0,0.0,2166.6666666666665,6500.0,1.0,0.0,0.0,263.15789473684214,0.0,250.0,1.0,0.0,780.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2597.9653333333335,-9.094947017729282e-13,0.0,0.0,0.0,100%,carbon_cap_sensitivity,碳排放上限敏感性,S5,碳排放上限比例,1.0
