stochastic_day_count,uncertainty_case_count,status,annual_operation_cost_cny,annualized_investment_cost_cny,annual_demand_charge_cost_cny,annual_fuel_cell_backup_value_cny,annual_total_cost_cny,annual_grid_cost_cny,annual_grid_sell_revenue_cny,annual_gas_cost_cny,annual_carbon_cost_cny,annual_grid_purchase_kwh,annual_carbon_emission_kg,annual_renewable_available_kwh,annual_renewable_used_kwh,annual_renewable_consumption_rate,green_power_min_share,annual_green_power_share,annual_electricity_demand_kwh,annual_green_power_kwh,annual_h2_external_supply_kg,annual_grid_sell_kwh,grid_import_peak_kw,fuel_cell_backup_capacity_kw
9,3,optimal,599327802.7472649,777316770.9165046,70252622.32078001,-0.0,1446897195.9845495,414247806.8468433,4438269.228932486,113078790.0203124,45792507.379788995,951357027.3421271,734325006.090266,1097624479.5983138,1081936005.8304365,0.9857068842218072,0.5,0.5000000000000003,2163872011.6608715,1081936005.8304365,113991.14184956637,15688473.767877292,178487.35345726626,-0.0
