typical_day_id,hour,weight_days,electric_load_kw,heat_load_kw,hydrogen_load_kg,grid_buy_kw,grid_sell_kw,pv_used_kw,pv_sold_kw,pv_curtail_kw,wind_used_kw,wind_sold_kw,wind_curtail_kw,heat_pump_power_kw,heat_pump_heat_kw,gas_boiler_heat_kw,gas_consumption_m3,battery_charge_kw,battery_discharge_kw,battery_soc_kwh,electrolyzer_power_kw,h2_production_kg,h2_charge_kg,h2_discharge_kg,h2_storage_kg,h2_external_supply_kg,h2_fuel_cell_kg,fuel_cell_power_kw,carbon_emission_kg
TD_TRANSITION,1,125,125675.6,100800.0,923.94,175052.4955012154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37466.52051621442,92617.23871608205,8182.761283917949,869.7496523151076,11910.374985000977,0.0,136243.89479273238,0.0,0.0,0.0,923.9399999999996,6038.84412696202,0.0,-4.547473508864641e-13,0.0,121772.11341778304
TD_TRANSITION,2,125,125675.6,100800.0,923.94,175052.4955012154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37466.52051621443,92223.84025066181,8576.159749338185,911.5641653686669,11910.374985000977,0.0,147558.7510284833,-5.114341637216035e-13,-1.0028120857286344e-14,0.0,923.9400000000005,5114.652508456729,0.0,4.4471923002917775e-13,0.0,121862.43276597874
TD_TRANSITION,3,125,125675.6,100800.0,923.94,175052.4955012154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37466.52051621443,91736.77548395103,9063.22451604897,963.3345148635516,11910.374985000963,0.0,158873.60726423422,1.5317805503544054e-11,3.0034912752047166e-13,0.0,923.9399999999996,4190.499397935544,0.0,-1.5439822336599246e-13,0.0,121974.25672088767
TD_TRANSITION,4,125,125675.6,100800.0,923.94,163142.12051621443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37466.52051621443,90687.71290949703,10112.28709050297,1074.8398830063807,0.0,0.0,158873.60726423422,0.0,0.0,0.0,923.94,3266.384793793963,0.0,0.0,0.0,114057.69248884905
TD_TRANSITION,5,125,135135.0,100800.0,923.94,172601.52051621443,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,37466.52051621443,89320.1849106552,11479.815089344804,1220.1950950497123,0.0,0.0,158873.60726423422,0.0,0.0,0.0,923.94,2342.3086944275547,0.0,0.0,0.0,120850.40280686264
TD_TRANSITION,6,125,135135.0,100800.0,923.94,59670.03654948874,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,100800.0,10714.080725496324,0.0,75464.96345051126,79436.80363211711,0.0,0.0,0.0,923.94,1418.2710982319531,0.0,0.0,0.0,64010.42239981689
TD_TRANSITION,7,125,135135.0,100800.0,1078.94,6257.9481703048805,-0.0,53412.08837918386,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,100800.0,10714.080725496324,0.0,75464.96345051126,-0.0,0.0,0.0,0.0,1078.94,339.27200360285997,0.0,0.0,0.0,27428.48306891387
TD_TRANSITION,8,125,144594.5,100800.0,1078.94,0.0,0.0,230059.0241491803,0.0,0.0,0.0,0.0,0.0,39077.34056987789,100800.0,0.0,0.0,0.0,0.0,0.0,46387.18357930242,909.5526192020083,0.0,169.3873807979906,169.8704864713859,0.0,0.0,0.0,0.0
TD_TRANSITION,9,125,144594.5,98755.2,1078.94,0.0,0.0,372336.442179528,0.0,0.0,0.0,0.0,0.0,36657.46102449889,98755.2,0.0,0.0,-0.0,0.0,0.0,191084.4811550291,3489.15806876524,2410.21806876524,0.0,2580.0814772996896,0.0,5.684341886080802e-14,0.0,0.0
TD_TRANSITION,10,125,144594.5,93950.1,1078.94,0.0,8696.85735397943,453124.185066616,8696.85735397943,0.0,0.0,0.0,0.0,33064.72161610474,93950.1,0.0,0.0,75464.96345051126,0.0,71691.7152779857,200000.0,3637.750049514755,2558.8100495147546,0.0,5138.784023419556,0.0,4.547473508864641e-13,0.0,0.0
