status,annual_operation_cost_cny,annualized_investment_cost_cny,annual_demand_charge_cost_cny,annual_fuel_cell_backup_value_cny,annual_total_cost_cny,annual_grid_cost_cny,annual_grid_sell_revenue_cny,annual_gas_cost_cny,annual_carbon_cost_cny,annual_grid_purchase_kwh,annual_carbon_emission_kg,annual_renewable_available_kwh,annual_renewable_used_kwh,annual_renewable_consumption_rate,green_power_min_share,annual_green_power_share,annual_electricity_demand_kwh,annual_green_power_kwh,annual_h2_external_supply_kg,annual_grid_sell_kwh,grid_import_peak_kw,fuel_cell_backup_capacity_kw
optimal,587844409.1541028,710498963.5399132,68900662.22927839,-0.0,1367244034.9232943,426725626.09364426,5062372.168237754,100814731.66278176,45206514.667473085,950739081.2351117,724928073.5643535,1056651344.4053938,1038756780.3607218,0.9830648357763253,0.5,0.49999999999999994,2077513560.721444,1038756780.3607218,0.0,17894564.04467216,175052.4955012154,-0.0
