typical_day_id,typical_day_name,weight_days,scenario_id,status,total_cost_cny,grid_cost_cny,gas_cost_cny,curtailment_cost_cny,carbon_cost_cny,battery_om_cost_cny,battery_degradation_cost_cny,electrolyzer_om_cost_cny,h2_external_supply_cost_cny,h2_sale_revenue_cny,fuel_cell_om_cost_cny,carbon_cap_excess_cost_cny,grid_purchase_kwh,renewable_available_kwh,renewable_used_kwh,renewable_consumption_rate,renewable_min_consumption_rate,renewable_curtailment_kwh,gas_consumption_m3,heat_pump_heat_kwh,gas_boiler_heat_kwh,carbon_emission_kg,battery_charge_kwh,battery_discharge_kwh,battery_soc_min_kwh,battery_soc_max_kwh,battery_terminal_delta_kwh,hydrogen_load_kg,electrolyzer_power_kwh,h2_production_kg,h2_external_supply_kg,h2_sale_kg,h2_fuel_cell_kg,fuel_cell_generation_kwh,h2_storage_min_kg,h2_storage_max_kg,max_power_balance_residual_kw,max_heat_balance_residual_kw,max_hydrogen_balance_residual_kg,max_fuel_cell_conversion_residual_kw,carbon_emission_cap_kg,carbon_cap_excess_kg
TD_WINTER,冬季典型日,120,S5,optimal,60098.57306305424,42369.004991051544,9839.298493900822,-2.2737367544323207e-14,4602.110317640322,400.5263157894737,2397.4219298245616,490.2110148475149,0.0,0.0,0.0,0.0,102897.78205787006,155107.0,155107.0,1.0,0.9,-2.2737367544323206e-13,3279.7661646336073,162310.0,32630.0,73751.7679109026,21052.631578947367,19000.0,-9.094947017729282e-13,10000.0,0.0,790.0,26498.817145589353,490.2110148475149,0.0,0.0,0.0,0.0,0.0,385.4546608788329,1.2505552149377763e-12,0.0,7.105427357601002e-15,0.0,958904.1095890411,0.0
