scenario_id,case_label,study_id,study_title,base_scenario_id,x_label,x_value
B0,0.0 倍,battery_capacity_sensitivity,电池容量敏感性,S5,电池容量倍率,0.0
B1,0.5 倍,battery_capacity_sensitivity,电池容量敏感性,S5,电池容量倍率,0.5
B2,1.0 倍,battery_capacity_sensitivity,电池容量敏感性,S5,电池容量倍率,1.0
B3,1.5 倍,battery_capacity_sensitivity,电池容量敏感性,S5,电池容量倍率,1.5
B4,2.0 倍,battery_capacity_sensitivity,电池容量敏感性,S5,电池容量倍率,2.0
B5,3.0 倍,battery_capacity_sensitivity,电池容量敏感性,S5,电池容量倍率,3.0
