status,annual_operation_cost_cny,annualized_investment_cost_cny,annual_total_cost_cny,annual_grid_cost_cny,annual_gas_cost_cny,annual_carbon_cost_cny,annual_grid_purchase_kwh,annual_carbon_emission_kg,annual_renewable_available_kwh,annual_renewable_used_kwh,annual_renewable_consumption_rate,annual_h2_external_supply_kg
optimal,1497294.7515625083,16980289.32604686,18477584.07760937,876527.1101544371,10780.834072759537,91522.9750379184,2251816.859120231,1466714.3435563846,96624115.06762514,94425140.26899065,0.9772419670069374,0.0
